   8317.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   86.6278       6.62914       9.42121       6.61104       9.41383      0.180962E-01  0.737755E-02   16.0249       3.53534       3.53375       3.38518       3.07570       2.49491       0.00000    
  0.109648E-03   83.3953       6.41661       9.11264       6.39748       9.10480      0.191295E-01  0.783812E-02   15.5023       3.42498       3.42328       3.27710       2.97250       2.40442       0.00000    
  0.120226E-03   80.3195       6.21319       8.81738       6.19293       8.80904      0.202561E-01  0.834465E-02   15.0020       3.31921       3.31739       3.17354       2.87372       2.31811       0.00000    
  0.131825E-03   77.3060       6.01341       8.52745       5.99198       8.51858      0.214246E-01  0.887209E-02   14.5106       3.21528       3.21333       3.07180       2.77671       2.23345       0.00000    
  0.144543E-03   74.3818       5.81884       8.24514       5.79619       8.23571      0.226531E-01  0.942944E-02   14.0319       3.11397       3.11190       2.97264       2.68222       2.15117       0.00000    
  0.158489E-03   71.5758       5.63123       7.97297       5.60726       7.96294      0.239719E-01  0.100321E-01   13.5702       3.01616       3.01395       2.87693       2.59110       2.07206       0.00000    
  0.173779E-03   68.8271       5.44700       7.70573       5.42166       7.69507      0.253373E-01  0.106584E-01   13.1167       2.92005       2.91770       2.78289       2.50161       1.99448       0.00000    
  0.190545E-03   66.1873       5.26922       7.44788       5.24243       7.43655      0.267967E-01  0.113325E-01   12.6790       2.82719       2.82468       2.69205       2.41524       1.91982       0.00000    
  0.208928E-03   63.6303       5.09638       7.19720       5.06804       7.18515      0.283368E-01  0.120479E-01   12.2532       2.73680       2.73412       2.60364       2.33124       1.84739       0.00000    
  0.229085E-03   61.1269       4.92673       6.95116       4.89680       6.93837      0.299296E-01  0.127905E-01   11.8352       2.64801       2.64516       2.51680       2.24879       1.77640       0.00000    
  0.251186E-03   58.7484       4.76457       6.71599       4.73291       6.70239      0.316600E-01  0.136043E-01   11.4353       2.56298       2.55994       2.43366       2.16994       1.70878       0.00000    
  0.275420E-03   56.4220       4.60557       6.48538       4.57212       6.47093      0.334554E-01  0.144522E-01   11.0430       2.47952       2.47629       2.35207       2.09260       1.64257       0.00000    
  0.301992E-03   54.1657       4.45082       6.26091       4.41548       6.24557      0.353382E-01  0.153459E-01   10.6610       2.39819       2.39475       2.27256       2.01729       1.57825       0.00000    
  0.331127E-03   52.0067       4.30198       6.04499       4.26462       6.02867      0.373577E-01  0.163118E-01   10.2933       2.31981       2.31614       2.19596       1.94482       1.51657       0.00000    
  0.363073E-03   49.8937       4.15596       5.83312       4.11652       5.81581      0.394467E-01  0.173148E-01   9.93232       2.24283       2.23893       2.12073       1.87369       1.45614       0.00000    
  0.398101E-03   47.8666       4.01523       5.62886       3.97356       5.61047      0.416721E-01  0.183908E-01   9.58402       2.16848       2.16433       2.04808       1.80508       1.39805       0.00000    
  0.436509E-03   45.9077       3.87872       5.43065       3.83470       5.41112      0.440196E-01  0.195327E-01   9.24582       2.09623       2.09181       1.97749       1.73847       1.34182       0.00000    
  0.478622E-03   43.9918       3.74488       5.23627       3.69843       5.21556      0.464449E-01  0.207167E-01   8.91399       2.02530       2.02061       1.90819       1.67313       1.28676       0.00000    
