 First iteration    1592.8475648364397             1130   1.4095996148995042     
After minimisation    1363.69  1130     1.207

  Partial chi2s 
Dataset    1    454.40   377  HERA1+2 NCep 920                                
Dataset    2     68.12    70  HERA1+2 NCep 820                                
Dataset    3    229.64   254  HERA1+2 NCep 575                                
Dataset    4    221.76   204  HERA1+2 NCep 460                                
Dataset    5    213.51   159  HERA1+2 NCem                                    
  132  sysHZComb1132                         -0.5279   +/-   0.7892        :N:M:D
  133  sysHZComb1133                          0.6693   +/-   0.8207        :N:M:D
  134  sysHZComb1134                          0.3070   +/-   0.9786        :N:M:D
  135  sysHZComb1135                         -1.1361   +/-   0.8174        :N:M:D
  136  sysHZComb1136                          0.2757   +/-   0.8767        :N:M:D
  137  sysHZComb1137                         -0.2824   +/-   0.8837        :N:M:D
  138  sysHZComb1138                          0.4620   +/-   0.9196        :N:M:D
  139  sysHZComb1139                         -0.7783   +/-   0.9424        :N:M:D
  140  sysHZComb1140                         -0.0979   +/-   0.9576        :N:M:D
  141  sysHZComb1141                         -0.1813   +/-   0.9710        :N:M:D
  142  sysHZComb1142                          1.0979   +/-   0.8613        :N:M:D
  143  sysHZComb1143                          0.5068   +/-   0.8555        :N:M:D
  144  sysHZComb1144                          1.7142   +/-   0.8402        :N:M:D
  145  sysHZComb1145                          0.3788   +/-   0.9861        :N:M:D
  146  sysHZComb1146                          0.2631   +/-   0.9897        :N:M:D
  147  sysHZComb1147                          0.8510   +/-   0.8025        :N:M:D
  148  sysHZComb1148                         -0.4971   +/-   0.7922        :N:M:D
  149  sysHZComb1149                          0.5705   +/-   0.7687        :N:M:D
  150  sysHZComb1150                         -0.4607   +/-   0.7863        :N:M:D
  151  sysHZComb1151                          0.1811   +/-   0.9633        :N:M:D
  152  sysHZComb1152                          0.9022   +/-   0.7333        :N:M:D
  153  sysHZComb1153                         -1.4742   +/-   0.8336        :N:M:D
  154  sysHZComb1154                         -0.1143   +/-   0.8097        :N:M:D
  155  sysHZComb1155                          1.0703   +/-   0.8134        :N:M:D
  156  sysHZComb1156                          0.0202   +/-   0.9151        :N:M:D
  157  sysHZComb1157                          1.4056   +/-   0.7259        :N:M:D
  158  sysHZComb1158                          0.1710   +/-   0.7986        :N:M:D
  159  sysHZComb1159                         -0.0322   +/-   1.0000        :N:M:D
  160  sysHZComb1160                         -0.0219   +/-   0.8817        :N:M:D
  161  sysHZComb1161                          0.7956   +/-   0.8413        :N:M:D
  162  sysHZComb1162                          0.7437   +/-   0.8879        :N:M:D
  163  proc_nrl                               0.1998   +/-   0.3876        :N:M:D
  164  proc_tb21                             -2.6071   +/-   0.6693        :N:M:D
  165  proc_tb22                             -1.5092   +/-   0.3048        :N:M:D
  166  proc_tb23                             -0.3918   +/-   0.4347        :N:M:D
  167  proc_tb24                             -0.6158   +/-   0.4087        :N:M:D
  168  proc_gp                                0.0802   +/-   0.4521        :N:M:D
  169  proc_had                               0.7326   +/-   0.5362        :N:M:D
