   6464.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   84.1487       6.43631       9.12862       6.41851       9.12128      0.177976E-01  0.733720E-02   15.5398       3.44000       3.43842       3.28925       2.97851       2.39361       0.00000    
  0.109648E-03   81.0444       6.23224       8.83281       6.21342       8.82502      0.188170E-01  0.779520E-02   15.0384       3.33384       3.33216       3.18540       2.87958       2.30746       0.00000    
  0.120226E-03   78.0885       6.03681       8.54962       6.01688       8.54132      0.199287E-01  0.829890E-02   14.5582       3.23204       3.23024       3.08584       2.78484       2.22525       0.00000    
  0.131825E-03   75.1918       5.84483       8.27147       5.82375       8.26265      0.210820E-01  0.882339E-02   14.0864       3.13198       3.13006       2.98799       2.69177       2.14460       0.00000    
  0.144543E-03   72.3796       5.65780       8.00055       5.63550       7.99117      0.222948E-01  0.937764E-02   13.6267       3.03442       3.03237       2.89260       2.60109       2.06620       0.00000    
  0.158489E-03   69.6797       5.47738       7.73924       5.45378       7.72926      0.235970E-01  0.997699E-02   13.1830       2.94018       2.93800       2.80048       2.51360       1.99078       0.00000    
  0.173779E-03   67.0341       5.30016       7.48260       5.27522       7.47200      0.249454E-01  0.105998E-01   12.7472       2.84756       2.84524       2.70995       2.42766       1.91681       0.00000    
  0.190545E-03   64.4919       5.12908       7.23487       5.10269       7.22360      0.263871E-01  0.112701E-01   12.3263       2.75803       2.75555       2.62246       2.34467       1.84560       0.00000    
  0.208928E-03   62.0284       4.96269       6.99395       4.93478       6.98197      0.279088E-01  0.119817E-01   11.9167       2.67084       2.66820       2.53727       2.26393       1.77649       0.00000    
  0.229085E-03   59.6159       4.79933       6.75743       4.76985       6.74471      0.294828E-01  0.127201E-01   11.5146       2.58519       2.58238       2.45359       2.18466       1.70874       0.00000    
  0.251186E-03   57.3220       4.64310       6.53123       4.61191       6.51770      0.311934E-01  0.135295E-01   11.1296       2.50311       2.50011       2.37342       2.10881       1.64418       0.00000    
  0.275420E-03   55.0777       4.48988       6.30936       4.45691       6.29499      0.329686E-01  0.143727E-01   10.7519       2.42252       2.41933       2.29472       2.03439       1.58094       0.00000    
  0.301992E-03   52.9002       4.34070       6.09333       4.30586       6.07807      0.348305E-01  0.152615E-01   10.3839       2.34396       2.34057       2.21800       1.96190       1.51950       0.00000    
  0.331127E-03   50.8152       4.19715       5.88542       4.16032       5.86920      0.368283E-01  0.162223E-01   10.0295       2.26822       2.26460       2.14405       1.89210       1.46055       0.00000    
  0.363073E-03   48.7740       4.05629       5.68137       4.01739       5.66415      0.388950E-01  0.172199E-01   9.68154       2.19381       2.18996       2.07140       1.82358       1.40279       0.00000    
  0.398101E-03   46.8147       3.92046       5.48455       3.87937       5.46626      0.410975E-01  0.182901E-01   9.34562       2.12191       2.11781       2.00121       1.75746       1.34723       0.00000    
  0.436509E-03   44.9203       3.78866       5.29349       3.74524       5.27406      0.434213E-01  0.194259E-01   9.01931       2.05201       2.04764       1.93299       1.69324       1.29344       0.00000    
  0.478622E-03   43.0670       3.65941       5.10608       3.61359       5.08547      0.458225E-01  0.206037E-01   8.69906       1.98337       1.97873       1.86599       1.63022       1.24075       0.00000    
  0.524798E-03   41.3077       3.53603       4.92705       3.48761       4.90516      0.484215E-01  0.218896E-01   8.39277       1.91763       1.91270       1.80184       1.56998       1.19062       0.00000    
  0.575429E-03   39.5897       3.41527       4.75173       3.36415       4.72850      0.511184E-01  0.232294E-01   8.09265       1.85319       1.84794       1.73895       1.51096       1.14161       0.00000    
  0.630945E-03   37.9239       3.29779       4.58110       3.24386       4.55646      0.539388E-01  0.246376E-01   7.80032       1.79036       1.78479       1.67765       1.45349       1.09402       0.00000    
  0.691816E-03   36.3337       3.18514       4.41729       3.12818       4.39113      0.569604E-01  0.261581E-01   7.51931       1.72991       1.72398       1.61865       1.39827       1.04849       0.00000    
  0.758561E-03   34.7785       3.07473       4.25665       3.01465       4.22892      0.600824E-01  0.277349E-01   7.24357       1.67055       1.66426       1.56073       1.34410       1.00392       0.00000    
  0.831745E-03   33.2876       2.96847       4.10185       2.90507       4.07243      0.633965E-01  0.294202E-01   6.97750       1.61321       1.60654       1.50478       1.29186      0.961114       0.00000    
  0.911989E-03   31.8499       2.86566       3.95192       2.79877       3.92071      0.668891E-01  0.312073E-01   6.71948       1.55756       1.55047       1.45047       1.24121      0.919762       0.00000    
  0.999975E-03   30.4449       2.76499       3.80497       2.69450       3.77192      0.704931E-01  0.330581E-01   6.46641       1.50295       1.49543       1.39717       1.19155      0.879307       0.00000    
  0.109645E-02   29.1137       2.66918       3.66481       2.59480       3.62975      0.743742E-01  0.350689E-01   6.22455       1.45068       1.44271       1.34616       1.14412      0.840881       0.00000    
  0.120223E-02   27.8165       2.57563       3.52781       2.49723       3.49065      0.783985E-01  0.371631E-01   5.98788       1.39951       1.39105       1.29621       1.09772      0.803394       0.00000    
  0.131822E-02   26.5598       2.48478       3.39455       2.40219       3.35519      0.825925E-01  0.393565E-01   5.75738       1.34963       1.34066       1.24751       1.05256      0.767020       0.00000    
  0.144540E-02   25.3641       2.39805       3.26699       2.31098       3.22527      0.870734E-01  0.417193E-01   5.53624       1.30171       1.29221       1.20072       1.00926      0.732337       0.00000    
  0.158485E-02   24.1963       2.31321       3.14203       2.22152       3.09786      0.916941E-01  0.441653E-01   5.31938       1.25470       1.24464       1.15480      0.966816      0.698422       0.00000    
  0.173775E-02   23.0783       2.23178       3.02176       2.13521       2.97499      0.965757E-01  0.467672E-01   5.11020       1.20930       1.19865       1.11045      0.925905      0.665892       0.00000    
  0.190540E-02   22.0034       2.15334       2.90556       2.05163       2.85604      0.101707      0.495205E-01   4.90768       1.16531       1.15403       1.06745      0.886324      0.634558       0.00000    
  0.208923E-02   20.9544       2.07669       2.79182       1.96970       2.73945      0.106992      0.523664E-01   4.70915       1.12216       1.11023       1.02527      0.847542      0.603943       0.00000    
  0.229079E-02   19.9626       2.00407       2.68354       1.89142       2.62810      0.112645      0.554383E-01   4.51952       1.08088       1.06827      0.984905      0.810539      0.574925       0.00000    
  0.251180E-02   18.9985       1.93342       2.57792       1.81492       2.51929      0.118496      0.586326E-01   4.33421       1.04052       1.02719      0.945417      0.774403      0.546683       0.00000    
  0.275413E-02   18.0653       1.86498       2.47528       1.74041       2.41332      0.124567      0.619635E-01   4.15373       1.00118      0.987101      0.906911      0.739233      0.519305       0.00000    
