   10.0000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   13.4421       1.32970       1.66116       1.32056       1.65803      0.914408E-02  0.313492E-02   2.97858      0.911065      0.910330      0.747696      0.409492       0.00000       0.00000    
  0.109648E-03   13.2396       1.30754       1.63333       1.29782       1.62997      0.971534E-02  0.335509E-02   2.92780      0.895801      0.895011      0.734962      0.402024       0.00000       0.00000    
  0.120226E-03   13.0393       1.28581       1.60600       1.27546       1.60240      0.103445E-01  0.360064E-02   2.87786      0.880815      0.879965      0.722438      0.394646       0.00000       0.00000    
  0.131825E-03   12.8401       1.26425       1.57889       1.25325       1.57503      0.110002E-01  0.385792E-02   2.82828      0.865943      0.865029      0.709999      0.387307       0.00000       0.00000    
  0.144543E-03   12.6422       1.24295       1.55207       1.23125       1.54794      0.116937E-01  0.413200E-02   2.77919      0.851234      0.850252      0.697684      0.380021       0.00000       0.00000    
  0.158489E-03   12.4463       1.22200       1.52566       1.20956       1.52123      0.124448E-01  0.443198E-02   2.73079      0.836748      0.835692      0.685537      0.372811       0.00000       0.00000    
  0.173779E-03   12.2513       1.20124       1.49946       1.18801       1.49471      0.132259E-01  0.474559E-02   2.68272      0.822372      0.821239      0.673474      0.365639       0.00000       0.00000    
  0.190545E-03   12.0582       1.18082       1.47365       1.16675       1.46856      0.140680E-01  0.508696E-02   2.63531      0.808209      0.806990      0.661570      0.358540       0.00000       0.00000    
  0.208928E-03   11.8666       1.16067       1.44815       1.14571       1.44269      0.149631E-01  0.545286E-02   2.58841      0.794211      0.792901      0.649792      0.351500       0.00000       0.00000    
  0.229085E-03   11.6760       1.14071       1.42285       1.12482       1.41701      0.158930E-01  0.583481E-02   2.54183      0.780322      0.778917      0.638096      0.344499       0.00000       0.00000    
  0.251186E-03   11.4877       1.12120       1.39803       1.10428       1.39177      0.169147E-01  0.625978E-02   2.49606      0.766692      0.765180      0.626595      0.337591       0.00000       0.00000    
  0.275420E-03   11.3004       1.10188       1.37343       1.08390       1.36673      0.179804E-01  0.670569E-02   2.45063      0.753173      0.751550      0.615178      0.330725       0.00000       0.00000    
  0.301992E-03   11.1145       1.08282       1.34912       1.06372       1.34194      0.191055E-01  0.717976E-02   2.40566      0.739805      0.738062      0.603874      0.323914       0.00000       0.00000    
  0.331127E-03   10.9307       1.06416       1.32521       1.04384       1.31751      0.203247E-01  0.769918E-02   2.36135      0.726652      0.724779      0.592732      0.317184       0.00000       0.00000    
  0.363073E-03   10.7478       1.04569       1.30150       1.02410       1.29326      0.215923E-01  0.824209E-02   2.31736      0.713603      0.711593      0.581669      0.310494       0.00000       0.00000    
  0.398101E-03   10.5669       1.02758       1.27818       1.00463       1.26935      0.229556E-01  0.883170E-02   2.27397      0.700750      0.698593      0.570752      0.303878       0.00000       0.00000    
  0.436509E-03   10.3874       1.00979       1.25516      0.985385       1.24570      0.244058E-01  0.946440E-02   2.23108      0.688060      0.685742      0.559957      0.297326       0.00000       0.00000    
