   10.0000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   13.4266       1.32702       1.65849       1.31791       1.65490      0.911049E-02  0.358385E-02   2.97281      0.909244      0.908625      0.746278      0.408666       0.00000       0.00000    
  0.109648E-03   13.2218       1.30477       1.63056       1.29509       1.62673      0.968062E-02  0.382979E-02   2.92182      0.893904      0.893240      0.733493      0.401183       0.00000       0.00000    
  0.120226E-03   13.0198       1.28296       1.60317       1.27265       1.59907      0.103087E-01  0.410335E-02   2.87171      0.878853      0.878138      0.720928      0.393795       0.00000       0.00000    
  0.131825E-03   12.8188       1.26133       1.57599       1.25037       1.57160      0.109632E-01  0.438964E-02   2.82197      0.863920      0.863151      0.708453      0.386447       0.00000       0.00000    
  0.144543E-03   12.6195       1.23997       1.54913       1.22831       1.54444      0.116556E-01  0.469417E-02   2.77275      0.849156      0.848330      0.696106      0.379157       0.00000       0.00000    
  0.158489E-03   12.4223       1.21897       1.52270       1.20657       1.51767      0.124056E-01  0.502675E-02   2.72424      0.834623      0.833734      0.683935      0.371946       0.00000       0.00000    
  0.173779E-03   12.2262       1.19816       1.49647       1.18498       1.49110      0.131856E-01  0.537403E-02   2.67608      0.820203      0.819248      0.671850      0.364775       0.00000       0.00000    
  0.190545E-03   12.0322       1.17771       1.47066       1.16368       1.46491      0.140266E-01  0.575128E-02   2.62859      0.806001      0.804975      0.659931      0.357681       0.00000       0.00000    
  0.208928E-03   11.8398       1.15754       1.44517       1.14262       1.43901      0.149207E-01  0.615492E-02   2.58163      0.791971      0.790868      0.648143      0.350648       0.00000       0.00000    
  0.229085E-03   11.6486       1.13756       1.41988       1.12171       1.41331      0.158495E-01  0.657581E-02   2.53501      0.778052      0.776869      0.636440      0.343655       0.00000       0.00000    
  0.251186E-03   11.4599       1.11803       1.39511       1.10116       1.38806      0.168702E-01  0.704287E-02   2.48922      0.764398      0.763126      0.624938      0.336759       0.00000       0.00000    
  0.275420E-03   11.2724       1.09870       1.37055       1.08076       1.36302      0.179351E-01  0.753232E-02   2.44378      0.750860      0.749493      0.613524      0.329905       0.00000       0.00000    
  0.301992E-03   11.0864       1.07964       1.34629       1.06058       1.33824      0.190592E-01  0.805187E-02   2.39882      0.737475      0.736009      0.602227      0.323108       0.00000       0.00000    
  0.331127E-03   10.9026       1.06098       1.32245       1.04071       1.31383      0.202777E-01  0.861980E-02   2.35454      0.724311      0.722735      0.591097      0.316394       0.00000       0.00000    
  0.363073E-03   10.7198       1.04252       1.29882       1.02097       1.28961      0.215446E-01  0.921271E-02   2.31058      0.711253      0.709563      0.580048      0.309720       0.00000       0.00000    
  0.398101E-03   10.5390       1.02443       1.27559       1.00152       1.26573      0.229072E-01  0.985528E-02   2.26725      0.698396      0.696581      0.569151      0.303123       0.00000       0.00000    
  0.436509E-03   10.3599       1.00665       1.25268      0.982294       1.24213      0.243570E-01  0.105435E-01   2.22443      0.685704      0.683756      0.558378      0.296590       0.00000       0.00000    
  0.478622E-03   10.1819      0.989076       1.22997      0.963213       1.21871      0.258625E-01  0.112610E-01   2.18193      0.673117      0.671028      0.547684      0.290097       0.00000       0.00000    
  0.524798E-03   10.0063      0.971987       1.20776      0.944475       1.19571      0.275125E-01  0.120550E-01   2.14018      0.660775      0.658532      0.537175      0.283700       0.00000       0.00000    
  0.575429E-03   9.83187      0.955128       1.18578      0.925892       1.17289      0.292353E-01  0.128880E-01   2.09878      0.648545      0.646139      0.526749      0.277347       0.00000       0.00000    
  0.630945E-03   9.65886      0.938557       1.16408      0.907507       1.15031      0.310500E-01  0.137704E-01   2.05781      0.636457      0.633878      0.516429      0.271050       0.00000       0.00000    
  0.691816E-03   9.48797      0.922434       1.14281      0.889417       1.12808      0.330174E-01  0.147354E-01   2.01749      0.624579      0.621811      0.506266      0.264837       0.00000       0.00000    
  0.758561E-03   9.31810      0.906529       1.12176      0.871467       1.10601      0.350618E-01  0.157424E-01   1.97748      0.612802      0.609835      0.496177      0.258665       0.00000       0.00000    
  0.831745E-03   9.15011      0.891033       1.10109      0.853778       1.08425      0.372548E-01  0.168309E-01   1.93803      0.601210      0.598029      0.486226      0.252567       0.00000       0.00000    
  0.911989E-03   8.98371      0.875901       1.08075      0.836312       1.06276      0.395887E-01  0.179975E-01   1.89907      0.589777      0.586366      0.476390      0.246535       0.00000       0.00000    
  0.999975E-03   8.81830      0.860995       1.06063      0.818984       1.04142      0.420109E-01  0.192130E-01   1.86040      0.578443      0.574792      0.466627      0.240542       0.00000       0.00000    
  0.109645E-02   8.65518      0.846634       1.04100      0.801977       1.02045      0.446567E-01  0.205540E-01   1.82243      0.567335      0.563420      0.457029      0.234642       0.00000       0.00000    
  0.120223E-02   8.49315      0.832545       1.02161      0.785124      0.999652      0.474206E-01  0.219620E-01   1.78478      0.556337      0.552143      0.447509      0.228787       0.00000       0.00000    
  0.131822E-02   8.33240      0.818777       1.00251      0.768453      0.979061      0.503246E-01  0.234495E-01   1.74751      0.545468      0.540979      0.438082      0.222985       0.00000       0.00000    
  0.144540E-02   8.17365      0.805537      0.983863      0.752066      0.958787      0.534709E-01  0.250761E-01   1.71085      0.534800      0.529990      0.428797      0.217267       0.00000       0.00000    
  0.158485E-02   8.01581      0.792550      0.965432      0.735813      0.938659      0.567374E-01  0.267723E-01   1.67447      0.524226      0.519080      0.419579      0.211587       0.00000       0.00000    
  0.173775E-02   7.85965      0.780029      0.947395      0.719799      0.918795      0.602298E-01  0.285998E-01   1.63859      0.513822      0.508315      0.410480      0.205978       0.00000       0.00000    
  0.190540E-02   7.70494      0.767945      0.929719      0.704001      0.899161      0.639446E-01  0.305583E-01   1.60316      0.503569      0.497675      0.401485      0.200432       0.00000       0.00000    
  0.208923E-02   7.55112      0.756127      0.912262      0.688331      0.879665      0.677959E-01  0.325972E-01   1.56800      0.493408      0.487112      0.392553      0.194923       0.00000       0.00000    
  0.229079E-02   7.39926      0.744941      0.895316      0.672956      0.860479      0.719843E-01  0.348371E-01   1.53344      0.483455      0.476717      0.383762      0.189502       0.00000       0.00000    
  0.251180E-02   7.24837      0.734086      0.878633      0.657728      0.841444      0.763583E-01  0.371891E-01   1.49917      0.473605      0.466404      0.375039      0.184123       0.00000       0.00000    
  0.275413E-02   7.09854      0.723602      0.862243      0.642663      0.822577      0.809395E-01  0.396661E-01   1.46524      0.463871      0.456183      0.366394      0.178792       0.00000       0.00000    
  0.301984E-02   6.95040      0.713756      0.846347      0.627864      0.803977      0.858926E-01  0.423708E-01   1.43184      0.454324      0.446107      0.357870      0.173539       0.00000       0.00000    
  0.331118E-02   6.80301      0.704211      0.830682      0.613185      0.785495      0.910264E-01  0.451870E-01   1.39868      0.444863      0.436095      0.349400      0.168322       0.00000       0.00000    
  0.363064E-02   6.65693      0.695210      0.815430      0.598719      0.767222      0.964905E-01  0.482083E-01   1.36594      0.435552      0.426196      0.341026      0.163167       0.00000       0.00000    
  0.398091E-02   6.51198      0.686740      0.800575      0.584449      0.749134      0.102291      0.514410E-01   1.33358      0.426380      0.416397      0.332737      0.158069       0.00000       0.00000    
  0.436498E-02   6.36770      0.678588      0.785956      0.570295      0.731155      0.108293      0.548010E-01   1.30145      0.417289      0.406657      0.324498      0.153005       0.00000       0.00000    
  0.478610E-02   6.22481      0.671173      0.771879      0.556394      0.713409      0.114779      0.584697E-01   1.26980      0.408378      0.397042      0.316367      0.148016       0.00000       0.00000    
  0.524785E-02   6.08258      0.664165      0.758096      0.542624      0.695779      0.121540      0.623169E-01   1.23840      0.399559      0.387490      0.308289      0.143065       0.00000       0.00000    
  0.575415E-02   5.94103      0.657582      0.744621      0.528991      0.678269      0.128591      0.663513E-01   1.20726      0.390837      0.378002      0.300268      0.138154       0.00000       0.00000    
  0.630929E-02   5.80048      0.651763      0.731691      0.515585      0.660953      0.136177      0.707378E-01   1.17654      0.382274      0.368617      0.292337      0.133311       0.00000       0.00000    
  0.691799E-02   5.66033      0.646295      0.719011      0.502279      0.643719      0.144016      0.752921E-01   1.14600      0.373782      0.359275      0.284444      0.128498       0.00000       0.00000    
  0.758542E-02   5.52080      0.641446      0.706770      0.489144      0.626624      0.152303      0.801459E-01   1.11577      0.365408      0.350007      0.276617      0.123735       0.00000       0.00000    
  0.831724E-02   5.38170      0.637223      0.694967      0.476167      0.609651      0.161056      0.853161E-01   1.08582      0.357145      0.340803      0.268848      0.119022       0.00000       0.00000    
  0.911966E-02   5.24277      0.633355      0.683414      0.463276      0.592744      0.170079      0.906693E-01   1.05602      0.348941      0.331633      0.261111      0.114335       0.00000       0.00000    
  0.999950E-02   5.10368      0.630233      0.672373      0.450538      0.575941      0.179695      0.964318E-01   1.02648      0.340847      0.322518      0.253423      0.109691       0.00000       0.00000    
  0.109642E-01   4.96487      0.627499      0.661610      0.437896      0.559212      0.189603      0.102398      0.997108      0.332814      0.313440      0.245772      0.105082       0.00000       0.00000    
  0.120220E-01   4.82625      0.625472      0.651347      0.425414      0.542600      0.200058      0.108747      0.968014      0.324883      0.304422      0.238178      0.100531       0.00000       0.00000    
  0.131819E-01   4.68737      0.624046      0.641506      0.413046      0.526065      0.211000      0.115441      0.939111      0.317023      0.295441      0.230624      0.960235E-01   0.00000       0.00000    
  0.144536E-01   4.54806      0.623212      0.632084      0.400783      0.509599      0.222428      0.122485      0.910382      0.309225      0.286493      0.223106      0.915581E-01   0.00000       0.00000    
  0.158481E-01   4.40819      0.622920      0.623047      0.388609      0.493191      0.234311      0.129856      0.881799      0.301476      0.277573      0.215618      0.871324E-01   0.00000       0.00000    
  0.173770E-01   4.26761      0.623163      0.614393      0.376514      0.476835      0.246648      0.137558      0.853349      0.293767      0.268677      0.208159      0.827473E-01   0.00000       0.00000    
  0.190535E-01   4.12606      0.623978      0.606154      0.364497      0.460533      0.259481      0.145621      0.825030      0.286089      0.259803      0.200730      0.784080E-01   0.00000       0.00000    
  0.208917E-01   3.98337      0.625336      0.598312      0.352544      0.444278      0.272791      0.154035      0.796822      0.278429      0.250949      0.193329      0.741157E-01   0.00000       0.00000    
  0.229073E-01   3.83945      0.627179      0.590832      0.340642      0.428065      0.286537      0.162767      0.768708      0.270772      0.242111      0.185954      0.698697E-01   0.00000       0.00000    
  0.251174E-01   3.69415      0.629487      0.583701      0.328780      0.411895      0.300707      0.171806      0.740675      0.263107      0.233289      0.178606      0.656730E-01   0.00000       0.00000    
  0.275406E-01   3.54717      0.632272      0.576937      0.316950      0.395771      0.315322      0.181166      0.712721      0.255415      0.224483      0.171289      0.615354E-01   0.00000       0.00000    
  0.301976E-01   3.39842      0.635483      0.570504      0.305138      0.379697      0.330344      0.190807      0.684835      0.247678      0.215694      0.164003      0.574602E-01   0.00000       0.00000    
  0.331110E-01   3.24792      0.639053      0.564355      0.293333      0.363673      0.345720      0.200682      0.657006      0.239883      0.206922      0.156751      0.534495E-01   0.00000       0.00000    
  0.363055E-01   3.09562      0.642942      0.558460      0.281522      0.347707      0.361420      0.210753      0.629229      0.232012      0.198171      0.149536      0.495096E-01   0.00000       0.00000    
  0.398081E-01   2.94129      0.647129      0.552803      0.269693      0.331816      0.377437      0.220987      0.601509      0.224036      0.189447      0.142369      0.456572E-01   0.00000       0.00000    
  0.436487E-01   2.78510      0.651541      0.547320      0.257833      0.316010      0.393707      0.231310      0.573843      0.215935      0.180755      0.135255      0.418979E-01   0.00000       0.00000    
  0.478598E-01   2.62725      0.656105      0.541945      0.245935      0.300300      0.410170      0.241645      0.546234      0.207698      0.172100      0.128199      0.382364E-01   0.00000       0.00000    
  0.524772E-01   2.46794      0.660763      0.536614      0.233988      0.284701      0.426775      0.251913      0.518689      0.199305      0.163490      0.121211      0.346826E-01   0.00000       0.00000    
  0.575400E-01   2.30733      0.665448      0.531240      0.221977      0.269250      0.443471      0.261990      0.491227      0.190715      0.154941      0.114309      0.312619E-01   0.00000       0.00000    
  0.630913E-01   2.14594      0.670080      0.525724      0.209899      0.253964      0.460181      0.271760      0.463863      0.181919      0.146462      0.107502      0.279801E-01   0.00000       0.00000    
  0.691782E-01   1.98432      0.674585      0.519965      0.197753      0.238858      0.476832      0.281107      0.436611      0.172911      0.138061      0.100797      0.248423E-01   0.00000       0.00000    
  0.758523E-01   1.82306      0.678891      0.513847      0.185538      0.223957      0.493353      0.289889      0.409496      0.163678      0.129751      0.942064E-01  0.218599E-01   0.00000       0.00000    
  0.831703E-01   1.66309      0.682873      0.507162      0.173251      0.209319      0.509622      0.297842      0.382571      0.154186      0.121559      0.877606E-01  0.190657E-01   0.00000       0.00000    
  0.911943E-01   1.50526      0.686454      0.499774      0.160908      0.194957      0.525545      0.304816      0.355866      0.144449      0.113493      0.814645E-01  0.164590E-01   0.00000       0.00000    
  0.999925E-01   1.34996      0.689561      0.491560      0.148505      0.180854      0.541056      0.310706      0.329358      0.134480      0.105545      0.753084E-01  0.140249E-01   0.00000       0.00000    
  0.109639       1.19884      0.692077      0.482329      0.136100      0.167082      0.555977      0.315247      0.303182      0.124306      0.977545E-01  0.693277E-01  0.117939E-01   0.00000       0.00000    
  0.120217       1.05369      0.693767      0.471723      0.123734      0.153711      0.570033      0.318012      0.277445      0.113938      0.901544E-01  0.635563E-01  0.979636E-02   0.00000       0.00000    
  0.131815      0.915043      0.694513      0.459636      0.111446      0.140719      0.583067      0.318916      0.252165      0.103437      0.827380E-01  0.579814E-01  0.800880E-02   0.00000       0.00000    
  0.144533      0.784422      0.694022      0.445769      0.993091E-01  0.128151      0.594713      0.317618      0.227460      0.928684E-01  0.755289E-01  0.526219E-01  0.644071E-02   0.00000       0.00000    
  0.158477      0.662562      0.692037      0.429986      0.873972E-01  0.116008      0.604640      0.313978      0.203405      0.823183E-01  0.685316E-01  0.474765E-01  0.507883E-02   0.00000       0.00000    
  0.173766      0.550913      0.688052      0.411988      0.758238E-01  0.104334      0.612228      0.307655      0.180157      0.718981E-01  0.617710E-01  0.425625E-01  0.392568E-02   0.00000       0.00000    
  0.190530      0.449778      0.681629      0.391715      0.646842E-01  0.931240E-01  0.616945      0.298591      0.157808      0.617234E-01  0.552496E-01  0.378744E-01  0.296078E-02   0.00000       0.00000    
  0.208912      0.360287      0.671918      0.368931      0.541321E-01  0.824234E-01  0.617786      0.286508      0.136556      0.519530E-01  0.489946E-01  0.334288E-01  0.217914E-02   0.00000       0.00000    
  0.229067      0.282131      0.658248      0.343721      0.442683E-01  0.722254E-01  0.613979      0.271496      0.116494      0.427134E-01  0.430078E-01  0.292176E-01  0.155490E-02   0.00000       0.00000    
  0.251167      0.215901      0.639336      0.316013      0.352694E-01  0.625806E-01  0.604067      0.253433      0.978500E-01  0.341927E-01  0.373220E-01  0.252586E-01  0.107666E-02   0.00000       0.00000    
